Cpd_Id	Name	InChIKey	Smiles	DataSet	CpdClass	ECFC4	ECFP6
CHEMBL3978073	CHEMBL3978073	ZAFPQPYEWPQRTC-SMFUYQKNSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(O)CO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.145	0.091
CHEMBL3922084	CHEMBL3922084	AXUJYWGLEYBMLN-OAHLLOKOSA-N	Cc1c(-c2ccncc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.15	0.104
CHEMBL3955346	CHEMBL3955346	FRZVZDAANFFARF-UHFFFAOYSA-N	Cc1ccccc1Cc1nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c2c1CCC2	SmoAnta	SmoAnta	0.122	0.071
CHEMBL3902706	CHEMBL3902706	UMYIUACAFHCDRE-MRXNPFEDSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta	0.137	0.09
CHEMBL3926840	CHEMBL3926840	RGTBFZDODFBZGR-QNSVNVJESA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCC(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.146	0.079
CHEMBL3986419	CHEMBL3986419	NLJMCJNUWCYNEP-OAHLLOKOSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Nc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.169	0.115
CHEMBL3953985	CHEMBL3953985	GGAMUQQEZLZFLZ-UHFFFAOYSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta	0.13	0.079
CHEMBL3950917	CHEMBL3950917	KHXZLBZNBBSBCL-UHFFFAOYSA-N	CC(C)(O)c1ccc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCC4)CC2)nc1	SmoAnta	SmoAnta	0.122	0.062
CHEMBL3954626	CHEMBL3954626	OQUABSTXPLIQBO-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NC(C)C)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.149	0.096
CHEMBL3930632	CHEMBL3930632	OORARZMIZIGXRP-UHFFFAOYSA-N	CC(C)(C)c1ccc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCCC4)CC2)cc1	SmoAnta	SmoAnta	0.127	0.066
CHEMBL3959845	CHEMBL3959845	UZEJKTMAJCDBID-QGZVFWFLSA-N	CCCCOC(=O)c1cnc(N2CCN(c3nnc(-c4cccnc4)c(C)c3C)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta	0.154	0.109
CHEMBL3927630	CHEMBL3927630	MXYVDGBMUWHEFC-ADRQNKRLSA-N	Cc1c(C(O)c2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.146	0.1
CHEMBL3927084	CHEMBL3927084	UAIAGAAYSWOKMP-CQSZACIVSA-N	Cc1c(Cc2ccc(F)cc2F)nnc(N2CCN(c3ncc(C(C)(C)O)c(C(F)(F)F)n3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.164	0.086
CHEMBL3975414	CHEMBL3975414	IQNZLHWLRXZBGL-MRXNPFEDSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3ncc(C(C)(C)O)c(C(F)(F)F)n3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.146	0.074
CHEMBL3944267	CHEMBL3944267	GQWJKCWJQXXCSQ-MRXNPFEDSA-N	Cc1c(Cc2ccccn2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.14	0.114
CHEMBL3903726	CHEMBL3903726	YVODGHXNTWUMSD-SFHVURJKSA-N	C[C@H]1CN(c2ccc(C(C)(C)O)cn2)CCN1c1nnc(Cc2ccccc2Cl)c2c1CCC2	SmoAnta	SmoAnta	0.155	0.097
CHEMBL3948829	CHEMBL3948829	VUNJHMOXPAHXNY-UHFFFAOYSA-N	Cc1c(Cc2ccc(F)cc2)nnc(N2CCN(c3ccc(C(C)(C)C)cc3)CC2)c1C	SmoAnta	SmoAnta	0.147	0.078
CHEMBL3975985	CHEMBL3975985	CXKMJCQNQLTNKU-GOSISDBHSA-N	C[C@@H]1CN(c2nnc(Cc3ccccc3)c3c2CCC3)CCN1c1cc(C(F)(F)F)c(C(C)(C)O)cn1	SmoAnta	SmoAnta	0.142	0.071
CHEMBL3923355	CHEMBL3923355	UEIRSPPXXZWUBD-UHFFFAOYSA-N	CCCCOC(=O)c1cnc(N2CCN(c3nnc(-c4cncc(OC)c4)c(C)c3C)CC2)cc1C(F)(F)F	SmoAnta	SmoAnta	0.172	0.111
CHEMBL3980924	CHEMBL3980924	JGWIJWWBLIEPTP-UHFFFAOYSA-N	Fc1ccc(Cc2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c3c2CCCC3)cc1	SmoAnta	SmoAnta	0.107	0.057
CHEMBL3894764	CHEMBL3894764	DARIRPKWVLTKQE-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(C(=O)Oc3ccccc3)CC2)c1C	SmoAnta	SmoAnta	0.135	0.084
CHEMBL3979837	CHEMBL3979837	HAYUVEQIUAPPLD-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(C(=O)NCc3ccccc3)CC2)c1C	SmoAnta	SmoAnta	0.126	0.076
CHEMBL3906492	CHEMBL3906492	PTRDTDXUYJZTNM-MRXNPFEDSA-N	Cc1c(Nc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.147	0.109
CHEMBL3970317	CHEMBL3970317	QCCXYBNJIZRUNY-CQSZACIVSA-N	COC(=O)c1cnc(N2CCN(c3nnc(-c4ccc(F)cc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.178	0.1
CHEMBL3967114	CHEMBL3967114	IYBAQGPEVIIAGL-UHFFFAOYSA-N	Cc1c(-c2cccc(Cl)c2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta	0.158	0.098
CHEMBL3978301	CHEMBL3978301	MZEGKLXVRBKRJG-GOSISDBHSA-N	CC(=O)N1CCN(C(=O)c2cnc(N3CCN(c4nnc(-c5ccc(C(F)(F)F)cc5)c(C)c4C)C[C@H]3C)cn2)CC1	SmoAnta	SmoAnta	0.151	0.087
CHEMBL3925179	CHEMBL3925179	NRLQWJRTTIZREY-MRXNPFEDSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.157	0.086
CHEMBL3965479	CHEMBL3965479	BAFPWLDFTJYFFW-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCNC(=O)C4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.161	0.09
CHEMBL3950710	CHEMBL3950710	PEWJHEYRNWAYBP-UHFFFAOYSA-N	COC(=O)c1cnc(N2CCN(c3nnc(-c4ccc(OC)cc4)c(C)c3C)CC2)nc1C(F)(F)F	SmoAnta	SmoAnta	0.189	0.116
CHEMBL3942022	CHEMBL3942022	QTAZTPFWIUIJKI-QGZVFWFLSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N4CCOCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.15	0.099
CHEMBL3952417	CHEMBL3952417	ULMWTWZNZCMXEA-OAHLLOKOSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta	0.155	0.103
CHEMBL3936743	CHEMBL3936743	QQXLSYYOFWNBRB-QGZVFWFLSA-N	C[C@@H]1CN(c2nnc(Cc3ccc(F)cc3)c3c2CCC3)CCN1c1cc(C(F)(F)F)c(C(C)(C)O)cn1	SmoAnta	SmoAnta	0.147	0.071
CHEMBL3957247	CHEMBL3957247	MLUWGOBEGDCIST-HXUWFJFHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCN(C)CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.147	0.079
CHEMBL3899187	CHEMBL3899187	GYFPNEDYUMLPDL-UHFFFAOYSA-N	FC(F)(F)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)CC2)nc1	SmoAnta	SmoAnta	0.103	0.057
CHEMBL3933708	CHEMBL3933708	WGNCREIMVSHCMO-UHFFFAOYSA-N	CCOC(=O)c1ccc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCCC4)CC2)nc1	SmoAnta	SmoAnta	0.124	0.082
CHEMBL3930109	CHEMBL3930109	MRGOROJMQXXDLJ-QGZVFWFLSA-N	Cc1c(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)nnc(Cc2ccccc2)c1CO	SmoAnta	SmoAnta	0.145	0.09
CHEMBL3953389	CHEMBL3953389	OINZBZIQNKTIFH-UHFFFAOYSA-N	COC(=O)c1cnc(N2CCN(c3nnc(-c4cccc(Cl)c4)c(C)c3C)CC2)nc1C(F)(F)F	SmoAnta	SmoAnta	0.185	0.128
CHEMBL3969486	CHEMBL3969486	IEHAZPTWUKALSD-MRXNPFEDSA-N	Cc1c(Oc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.155	0.109
CHEMBL3930063	CHEMBL3930063	DQAWVMXJLTWRDV-UHFFFAOYSA-N	Cc1c(-c2ccncc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta	0.13	0.085
CHEMBL3961874	CHEMBL3961874	LWEQTPJMPFLHLQ-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCC(F)(c3ccc(C(C)(C)O)cc3)CC2)c1C	SmoAnta	SmoAnta	0.162	0.099
CHEMBL3910022	CHEMBL3910022	XMTFYICRNSUTQD-UHFFFAOYSA-N	Fc1ccc(Cc2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c3c2CCC3)c(F)c1	SmoAnta	SmoAnta	0.12	0.069
CHEMBL3956883	CHEMBL3956883	LOCCROWNKPBTNX-OAHLLOKOSA-N	Cc1c(-c2ccc(F)cc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.156	0.095
CHEMBL3927593	CHEMBL3927593	IMPZXJSTVMKDHQ-GOSISDBHSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N4CCN(S(C)(=O)=O)CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.149	0.09
CHEMBL3965473	CHEMBL3965473	JBSRSQSDFFDIHM-UHFFFAOYSA-N	Fc1cccc(Cc2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c3c2CCC3)c1	SmoAnta	SmoAnta	0.115	0.062
CHEMBL3982279	CHEMBL3982279	GSBNFFLEHAKJCS-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(C(=O)Nc3ccccc3)CC2)c1C	SmoAnta	SmoAnta	0.128	0.084
CHEMBL3937323	CHEMBL3937323	KNIRQAJTBSVZFK-LJQANCHMSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCC(C)C)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.146	0.08
CHEMBL3948598	CHEMBL3948598	WYRZRSYFBUYKDY-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta	0.127	0.075
CHEMBL3965793	CHEMBL3965793	ZPTZVVANNRCNBO-OAHLLOKOSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccncc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.169	0.106
CHEMBL3959946	CHEMBL3959946	WGIYTWPOLQQZOV-UHFFFAOYSA-N	CC(C)(O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)CC2)cn1	SmoAnta	SmoAnta	0.117	0.072
CHEMBL3986550	CHEMBL3986550	WFCIUZNEBQUHJS-LJQANCHMSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCOCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.149	0.093
CHEMBL3912449	CHEMBL3912449	POERAARDVFVDLO-KRWDZBQOSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@@H](C)C2)c1C	SmoAnta	SmoAnta	0.147	0.094
CHEMBL3957159	CHEMBL3957159	XYVCBWSSEGEIJY-MRXNPFEDSA-N	CCCCOC(=O)c1cnc(N2CCN(c3nnc(-c4ccc(F)nc4)c(C)c3C)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta	0.166	0.103
CHEMBL3983242	CHEMBL3983242	GSZLFWSMCGVDPB-MRXNPFEDSA-N	COC(=O)c1ncc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta	0.148	0.096
CHEMBL3948278	CHEMBL3948278	XKUCLFDPGRHIBC-UHFFFAOYSA-N	Cc1c(Cc2ccc(F)cc2)nnc(N2CCN(c3ccc(C(C)(C)O)cn3)CC2)c1C	SmoAnta	SmoAnta	0.147	0.074
CHEMBL3899393	CHEMBL3899393	IORTZMGXERGRAP-LJQANCHMSA-N	CCC(O)(CC)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.142	0.084
CHEMBL3959587	CHEMBL3959587	CFHZZFYFOKMZNF-OAHLLOKOSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.149	0.101
CHEMBL3972256	CHEMBL3972256	QRUXAUDVXVLKOY-OAQYLSRUSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N(c4ccccc4)C(C)C)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.142	0.089
CHEMBL3889599	CHEMBL3889599	RKSSVIBNUIGCSP-OAQYLSRUSA-N	Cc1c(-c2ccc(C(F)(F)F)cc2)nnc(N2CCN(c3cnc(C(=O)N(C)CCc4ccccc4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.141	0.087
CHEMBL3976089	CHEMBL3976089	OOFSTNSZEOLZGF-MRXNPFEDSA-N	Cc1c(Cc2ccncc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.147	0.101
CHEMBL3902667	CHEMBL3902667	INLSIUHDZZBVKT-OAQYLSRUSA-N	CC[C@@H]1CN(c2nnc(Cc3ccccc3)c(C)c2C)CCN1c1cnc(C(C)(C)O)cn1	SmoAnta	SmoAnta	0.138	0.092
CHEMBL3927397	CHEMBL3927397	MAPIDHQVJDJWLV-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1CO	SmoAnta	SmoAnta	0.145	0.099
CHEMBL3896685	CHEMBL3896685	JBHHFBPZTGSYLE-GOSISDBHSA-N	COC(CO)(OC)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.168	0.105
CHEMBL3971766	CHEMBL3971766	JDHHLKZLNWGAAV-MRXNPFEDSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.169	0.099
CHEMBL3920191	CHEMBL3920191	AUJCBNXMODHUDL-QGZVFWFLSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.149	0.086
CHEMBL3942299	CHEMBL3942299	QTPBWEZKZBJJQL-UHFFFAOYSA-N	Cc1c(Cc2ccc(F)cc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta	0.133	0.075
CHEMBL3905821	CHEMBL3905821	RQVJRDTWXMZXIE-QGZVFWFLSA-N	CCCCOC(=O)c1cnc(N2CCN(c3nnc(-c4ccncc4)c(C)c3C)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta	0.161	0.111
CHEMBL3893223	CHEMBL3893223	JSKSYTQPNABUFN-MRXNPFEDSA-N	Cc1c(Cc2cccnc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.14	0.09
CHEMBL3986696	CHEMBL3986696	UJHSHAOTDYEXHM-UHFFFAOYSA-N	CC(C)(O)c1ccc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCCC4)CC2)nc1	SmoAnta	SmoAnta	0.12	0.063
CHEMBL3939157	CHEMBL3939157	QUXPQHIINGITCR-HXUWFJFHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCCCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.142	0.08
CHEMBL3912445	CHEMBL3912445	ZNSLGFBUWOIORG-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NC4CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.148	0.088
CHEMBL3909290	CHEMBL3909290	VNMXAXGZVUSUHV-LJQANCHMSA-N	Cc1c(Nc2ccccc2)nnc(N2CCN(c3cnc(C(=O)Nc4ccccc4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.14	0.121
CHEMBL3903694	CHEMBL3903694	LWUAPVQWCGLGMN-OAHLLOKOSA-N	COC(=O)c1cnc(N2CCN(c3nnc(C(=O)c4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.174	0.106
CHEMBL3891390	CHEMBL3891390	PLQZPWBHSFFXHV-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCCCO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.139	0.081
CHEMBL3940076	CHEMBL3940076	QGTBJZXGCBNJKL-UHFFFAOYSA-N	COc1ccc(-c2nnc(N3CCN(c4ccc(C(F)(F)F)cn4)CC3)c(C)c2C)cc1	SmoAnta	SmoAnta	0.162	0.1
CHEMBL3949191	CHEMBL3949191	RHHXWXBWHIWPQV-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCC(O)(c3ccc(C(C)(C)O)cn3)CC2)c1C	SmoAnta	SmoAnta	0.162	0.106
CHEMBL3946402	CHEMBL3946402	VHQIYRKDXQNIPA-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3ccc(S(=O)(=O)C(F)(F)F)cc3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.148	0.094
CHEMBL3133037	CHEMBL3133037	POERAARDVFVDLO-QGZVFWFLSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.147	0.094
CHEMBL3910786	CHEMBL3910786	UCHJCEPECRGKJG-MRXNPFEDSA-N	C[C@@H]1CN(c2nnc(Cc3ccc(F)cc3)c3c2CCC3)CCN1c1ncc(C(C)(C)O)c(C(F)(F)F)n1	SmoAnta	SmoAnta	0.14	0.063
CHEMBL3931348	CHEMBL3931348	FIQWINPJOGLKAT-VTBWFHPJSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.149	0.078
CHEMBL3889851	CHEMBL3889851	RWQHGOQLSUVKOE-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCC(c3nc(C(F)(F)F)c[nH]3)CC2)c1C	SmoAnta	SmoAnta	0.137	0.081
CHEMBL3922446	CHEMBL3922446	YZLNTKQPNGTLIH-OAQYLSRUSA-N	CC[C@@H]1CN(c2nnc(Cc3ccccc3)c(C)c2C)CCN1c1cnc(C(C)=O)cn1	SmoAnta	SmoAnta	0.146	0.084
CHEMBL3934557	CHEMBL3934557	STWKGGVUPRMIIS-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N(C)CCO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.146	0.088
CHEMBL3958192	CHEMBL3958192	FMRQQVSLNRYWDK-GOSISDBHSA-N	C=C(C)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.149	0.078
CHEMBL3919707	CHEMBL3919707	KIPURWKVNMWUGR-NJYVYQBISA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4C[C@H](C)O[C@H](C)C4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.152	0.095
CHEMBL3953149	CHEMBL3953149	BHESAMQTYCUTJD-MRXNPFEDSA-N	Cc1c(C(=O)c2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.153	0.109
CHEMBL3942727	CHEMBL3942727	QSMJLOCNGPQFRI-UHFFFAOYSA-N	Cc1c(-c2ccc(F)cc2)nnc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta	0.135	0.078
CHEMBL3919524	CHEMBL3919524	BPBSSGDAWAXKLS-MRXNPFEDSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccc(F)cc4)c4c3CCC4)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta	0.149	0.092
CHEMBL3973520	CHEMBL3973520	NWTSPHWRMSQVRL-QGZVFWFLSA-N	CC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c4c3CCC4)C[C@H]2C)cc1C(F)(F)F	SmoAnta	SmoAnta	0.144	0.092
CHEMBL3922623	CHEMBL3922623	IIKAHVDOSHVIAM-GOSISDBHSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NC(C)(C)CO)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.145	0.079
CHEMBL3958040	CHEMBL3958040	UOHAWIZHKFUVPM-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(C2CCN(c3ccc(C(F)(F)F)cn3)CC2)c1C	SmoAnta	SmoAnta	0.135	0.09
CHEMBL3973612	CHEMBL3973612	NFZHMLDFDHMYJE-UHFFFAOYSA-N	FC(F)(F)c1ccc(N2CCN(c3nnc(Cc4ccccc4Cl)c4c3CCC4)CC2)nc1	SmoAnta	SmoAnta	0.122	0.07
CHEMBL3971495	CHEMBL3971495	KUGYAAOIRJCBOT-UHFFFAOYSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)CC2)c1C	SmoAnta	SmoAnta	0.142	0.083
CHEMBL3604621	CHEMBL3604621	RUGCYCMPTFYHPF-UHFFFAOYSA-N	CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NC(C#N)c4ccccc4)c3)cc2s1	SmoAnta	SmoAnta	0.129	0.083
CHEMBL3950687	CHEMBL3950687	GHFWGFLLCDKFBE-MRXNPFEDSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCC(F)(F)F)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.138	0.079
CHEMBL3929514	CHEMBL3929514	KIXNSOUENSBRIS-OAQYLSRUSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)N4CCC(CCO)CC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.136	0.077
CHEMBL3895940	CHEMBL3895940	FWTCYLIISSHRAD-OAHLLOKOSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccn4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.161	0.119
CHEMBL3929057	CHEMBL3929057	NWKKZHOMVYZWAW-QGZVFWFLSA-N	C[C@@H]1CN(c2nnc(Cc3ccccc3)c3c2CCC3)CCN1c1ncc(C(C)(C)O)c(C(F)(F)F)n1	SmoAnta	SmoAnta	0.135	0.063
CHEMBL3921763	CHEMBL3921763	BIAMMLFBGSGNNO-MRXNPFEDSA-N	CCOC(=O)c1cnc(N2CCN(c3nnc(Cc4ccccc4)c(C)c3C)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta	0.157	0.106
CHEMBL3905798	CHEMBL3905798	UBNIZTBXTXRRTF-OAQYLSRUSA-N	Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(=O)NCCN4CCCC4)cn3)[C@H](C)C2)c1C	SmoAnta	SmoAnta	0.137	0.076
CHEMBL3983876	CHEMBL3983876	JOXUUCKOWAAZLA-CQSZACIVSA-N	COC(=O)c1cnc(N2CCN(c3nnc(Cc4ccc(F)cc4)c(C)c3C)C[C@H]2C)nc1C(F)(F)F	SmoAnta	SmoAnta	0.172	0.114
CHEMBL3962661	CHEMBL3962661	UYIXVHMWXHJLMV-JGHKVMFLSA-N	COC(=O)c1cnc(N2CCN(c3nnc(C(O)c4ccccc4)c(C)c3C)C[C@H]2C)cn1	SmoAnta	SmoAnta	0.167	0.105
